testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,symptom_screening,symptom_cat,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,relative_time,metric_cat
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,80,cume_n_infection_daily,1000,2259.942,677.2753188279443,2089.25,1402.5,1499.3000000000002,1655.875,2633.5,3208.7999999999997,3859.45,946,4413,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,81,cume_n_infection_daily,1000,2375.064,782.3934358060479,2161,1407.975,1517.35,1697.875,2744.625,3599.6000000000004,4284.625,946,4966,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,82,cume_n_infection_daily,1000,2431.9825,848.3081071098745,2200.5,1407.975,1517.35,1697.875,2817,3736.5499999999997,4528.0625,946,5501.5,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,83,cume_n_infection_daily,1000,2453.683,879.6398070808308,2200.5,1407.975,1517.35,1697.875,2830.625,3811.3,4601.012499999999,946,6003,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,84,cume_n_infection_daily,1000,2460.216,892.7926341158576,2200.5,1407.975,1517.35,1697.875,2830.625,3845.6,4657.987499999999,946,6119,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,67,cume_n_infection_daily,1000,183.4705,36.13881422575516,176.5,135,143.5,155,207,235.5,262.525,107,320.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,68,cume_n_infection_daily,1000,366.8465,71.82459509256012,352.25,270.97499999999997,288.45,309.5,412,470.5,522.525,213.5,628,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,69,cume_n_infection_daily,1000,550.757,106.69987729521911,531.5,409.48749999999995,435.95,465.5,614.5,705,789.5250000000001,316.5,934,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,70,cume_n_infection_daily,1000,665.1665,128.15676019209027,636.25,501.475,529.95,563.5,745.5,846.8500000000001,969.6999999999998,378,1102.5,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,71,cume_n_infection_daily,1000,765.438,144.14487469522078,731,580.5,618,650.875,857,971.65,1113.1,432,1273.5,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,72,cume_n_infection_daily,1000,834.5865,154.25987286435227,795.75,635,675.4499999999999,712.5,930.5,1049.65,1201.4749999999995,477.5,1388.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,73,cume_n_infection_daily,1000,854.5965,159.16542202789938,817.5,652.9625000000001,692,728.5,952.75,1076.7,1236.8124999999995,489,1430.5,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,74,cume_n_infection_daily,1000,879.426,166.94239811470388,839.25,671.4875000000001,710.5,746.5,980.5,1113,1280.6749999999997,502,1489,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,75,cume_n_infection_daily,1000,915.5895,179.5435006018273,871,697.9625,736,775,1024.75,1160.65,1343.5875,519,1576.5,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,76,cume_n_infection_daily,1000,973.0635,196.78132433581536,918.75,737.4625,778.45,820,1092.5,1243.55,1458.0375,551,1689,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,77,cume_n_infection_daily,1000,1059.604,217.61933360425115,992.25,802.475,844.45,890.5,1192.625,1349.75,1614.5124999999998,588,1826.5,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,78,cume_n_infection_daily,1000,1171.863,239.12735126104064,1093.75,895,940.9499999999999,988,1314,1484.65,1789.2124999999996,644,2004,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,79,cume_n_infection_daily,1000,1290.6535,263.3352229144012,1200.25,987.9875000000001,1043.5,1088.875,1448.125,1649,1980.5625,731.5,2219,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,80,cume_n_infection_daily,1000,1395.7385,293.0619843897268,1296,1049.4375,1106.9,1173.375,1569.75,1799.85,2158.4125,749,2427,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,81,cume_n_infection_daily,1000,1473.379,327.9694891980729,1380.75,1064,1134.95,1225.25,1653.75,1926.5500000000002,2308.0875,749,2627.5,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,82,cume_n_infection_daily,1000,1518.813,363.15400019669187,1420,1069.3625,1134.95,1232.875,1714.25,2032.15,2385.6749999999997,749,2810.5,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,83,cume_n_infection_daily,1000,1539.3195,388.5140542375399,1436,1069.3625,1134.95,1232.875,1750.25,2103.8,2473.2249999999995,749,2959,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,84,cume_n_infection_daily,1000,1545.8875,400.94933216144744,1436,1069.3625,1134.95,1232.875,1756.5,2131.9,2509.8749999999995,749,3076.5,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,183.54066666666668,36.32857830169929,176.5,135,145,155,205.5,236,265.01250000000005,68,332,0,0,0,3000,-3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,366.9175,72.3279663891545,351,271.5,290,309.5,410,471.54999999999995,532.5375000000001,147.5,668.5,0,0,0,3000,-2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,550.2201666666666,107.85393255182919,526.5,411.9875,437,464.375,612.5,708,796.5250000000001,235.5,1007,0,0,0,3000,-1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,664.4466666666667,129.34404424949955,632,504.9875,530.5,562,740,854,970.0500000000002,306,1204.5,0,0,0,3000,0,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,764.7171666666667,145.54342897755663,726.25,583.4875000000001,616,649.875,851.5,978,1112.5125,359,1362.5,0,0,0,3000,1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,834.0485,155.94484226490576,792.25,641.4875,676,710.5,928,1060.5,1204.5375000000001,392.5,1466,0,0,0,3000,2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,854.2778333333333,161.1425389665738,809.5,656.9875000000001,691.5,727.5,949.625,1087.05,1244.5375000000001,404.5,1506,0,0,0,3000,3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,880.492,169.7465450778168,830.25,675.4875,710.5,747,980.5,1124.55,1291.5125,427.5,1575.5,0,0,0,3000,4,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,923.8726666666666,185.5282256883426,865.5,706,740.5,779.5,1035.5,1191.6499999999999,1378.025,476,1711.5,0,0,0,3000,5,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,996.2545,207.48171413480458,926.5,757.4875000000001,796,836,1119.125,1289.1999999999998,1512.6125000000004,523.5,1894.5,0,0,0,3000,6,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1101.0866666666666,232.8721905708565,1022,838.4875000000001,880.45,922.875,1241,1430.6,1694.0500000000002,580,2109.5,0,0,0,3000,7,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1231.5593333333334,259.5491348422388,1136.25,944.5,989.5,1035.5,1391.5,1596.1999999999998,1893.5125,650,2361,0,0,0,3000,8,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1365.5186666666666,291.9198012725651,1262.75,1031,1087,1144.5,1546.125,1765.1999999999998,2113.025,688,2609,0,0,0,3000,9,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1479.169,331.63564018102676,1375.5,1083.5,1147,1223.5,1674.75,1940.5,2310.5750000000007,688,2847,0,0,0,3000,10,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1559.515,373.7036786298388,1454.5,1102.9875000000002,1173.9499999999998,1267.5,1777.625,2088.9999999999995,2501.0750000000003,688,3076,0,0,0,3000,11,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,1604.5596666666668,412.0403245026239,1495.25,1103,1174.4499999999998,1269.375,1839.5,2193.05,2618.6375000000007,688,3274.5,0,0,0,3000,12,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,1623.7905,437.35876968939897,1500,1103,1174.4499999999998,1269.375,1864,2255,2701.7625000000007,688,3403.5,0,0,0,3000,13,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,1629.733,449.2228961749567,1500,1103,1174.4499999999998,1269.375,1865.875,2285.4999999999995,2766.1250000000005,688,3481.5,0,0,0,3000,14,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,67,cume_n_infection_daily,1000,183.4705,36.13881422575516,176.5,135,143.5,155,207,235.5,262.525,107,320.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,68,cume_n_infection_daily,1000,366.8465,71.82459509256012,352.25,270.97499999999997,288.45,309.5,412,470.5,522.525,213.5,628,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,69,cume_n_infection_daily,1000,550.757,106.69987729521911,531.5,409.48749999999995,435.95,465.5,614.5,705,789.5250000000001,316.5,934,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,70,cume_n_infection_daily,1000,665.1665,128.15676019209027,636.25,501.475,529.95,563.5,745.5,846.8500000000001,969.6999999999998,378,1102.5,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,71,cume_n_infection_daily,1000,765.408,144.15839440933948,731.75,580.4875000000001,617.5,650.5,856.625,971.65,1113.1,430,1273.5,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,72,cume_n_infection_daily,1000,834.6665,154.40362854628208,798,636.4499999999999,675.4499999999999,713,930.125,1051.65,1206.3749999999995,475.5,1384.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,73,cume_n_infection_daily,1000,854.7355,159.40547322675167,819.25,650.9875,692.9499999999999,728.875,953.125,1078.5500000000002,1250.55,490.5,1420.5,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,74,cume_n_infection_daily,1000,883.859,169.1998469479426,845.5,669.9625,714,751.25,985.625,1117.3500000000001,1302.0749999999998,505.5,1476.5,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,75,cume_n_infection_daily,1000,941.069,190.78065939449678,889,711.9499999999999,747.4499999999999,791,1056.625,1202,1423.2749999999999,537.5,1598,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,76,cume_n_infection_daily,1000,1041.844,221.5240823998219,968.5,783,827.4499999999999,874.5,1174.125,1341.0500000000002,1610.5124999999998,591,1807,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,77,cume_n_infection_daily,1000,1183.403,255.30583750016697,1093.75,898.425,942.5,991,1341.25,1522,1850.4249999999997,655,2084,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,78,cume_n_infection_daily,1000,1349.0495,294.36608362877155,1240,1021.4875,1072.4,1129.5,1538.125,1734.6000000000001,2123.5125,741,2396,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,79,cume_n_infection_daily,1000,1514.0885,346.99040946690735,1410.25,1099.9875,1155.5,1245.75,1731.625,1961.4,2421.575,805,2746,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,80,cume_n_infection_daily,1000,1648.6475,410.30471658781136,1535.5,1147.475,1213,1318,1862.75,2197.75,2703.0874999999996,805,3088.5,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,81,cume_n_infection_daily,1000,1738.886,469.59403111417214,1613,1156.9875,1239.3999999999999,1355.625,1986.375,2415.7000000000003,2919.4624999999996,805,3422,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,82,cume_n_infection_daily,1000,1788.334,516.0728573933511,1653.25,1156.9875,1239.3999999999999,1355.75,2038.625,2536.1500000000005,3057.2249999999995,805,3735,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,83,cume_n_infection_daily,1000,1809.3105,544.0601283525682,1660.5,1156.9875,1239.3999999999999,1355.75,2065,2614.4,3183.1,805,4012.5,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,4,4x,NA,NA,0,84,cume_n_infection_daily,1000,1815.887,556.9618948216146,1660.5,1156.9875,1239.3999999999999,1355.75,2065,2645.5,3225.0375,805,4126.5,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,67,cume_n_infection_daily,1000,183.4705,36.13881422575516,176.5,135,143.5,155,207,235.5,262.525,107,320.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,68,cume_n_infection_daily,1000,366.8465,71.82459509256012,352.25,270.97499999999997,288.45,309.5,412,470.5,522.525,213.5,628,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,69,cume_n_infection_daily,1000,550.757,106.69987729521911,531.5,409.48749999999995,435.95,465.5,614.5,705,789.5250000000001,316.5,934,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,70,cume_n_infection_daily,1000,665.1665,128.15676019209027,636.25,501.475,529.95,563.5,745.5,846.8500000000001,969.6999999999998,378,1102.5,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,71,cume_n_infection_daily,1000,765.416,144.15903985797343,731,580.4875000000001,618,650.5,857.125,971.65,1113.1,432.5,1273.5,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,72,cume_n_infection_daily,1000,834.6605,154.4512193830755,799,635.975,676.5,711.5,929,1050.5500000000002,1204.8874999999996,474.5,1385.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,73,cume_n_infection_daily,1000,854.858,159.4944115111978,818,653.475,691.95,726.875,954.125,1076,1245.525,482.5,1425,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,74,cume_n_infection_daily,1000,893.038,174.6574240385211,849.5,672.5,713,754.375,993.125,1126.05,1344.6499999999999,494,1546.5,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,75,cume_n_infection_daily,1000,993.096,220.1806537920721,932.5,716.9875000000001,761.9499999999999,830.5,1127.625,1284.4500000000003,1561.0624999999998,535.5,1829,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,76,cume_n_infection_daily,1000,1181.0525,279.70338034197,1077.5,797.9499999999999,935.4,990,1350.125,1552.2,1931.0125,626.5,2151.5,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,77,cume_n_infection_daily,1000,1432.975,336.9169673939232,1297.25,1074.4375,1129.95,1187.625,1636,1877.6,2347.175,737,2590,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,78,cume_n_infection_daily,1000,1705.251,417.3321274519895,1565.5,1210,1291,1395.375,2005.375,2254.6,2810,855.5,3069,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,79,cume_n_infection_daily,1000,1962.616,535.0101961214888,1871.25,1272.9875,1369.8,1495.5,2332.375,2670.1,3287.6249999999995,892,3640.5,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,80,cume_n_infection_daily,1000,2156.1175,666.2445326011846,2000.75,1311.425,1421.95,1567.875,2517.125,3104.95,3733.2499999999995,892,4236,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,81,cume_n_infection_daily,1000,2271.353,770.8780781695652,2080,1315.3999999999999,1444.95,1604.25,2633.5,3456.2,4201.2249999999995,892,4811.5,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,82,cume_n_infection_daily,1000,2328.3685,836.4243454391996,2123.25,1315.3999999999999,1444.95,1604.25,2685.125,3603.2500000000005,4395.0875,892,5357.5,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,83,cume_n_infection_daily,1000,2350.1325,867.5965326332207,2123.75,1315.3999999999999,1444.95,1604.25,2699.625,3681.65,4500.812499999999,892,5753.5,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_after,PCR 3 days after,5e-4,"50 per 100,000",upper,TRUE,With symptom screening,10,10x,NA,NA,0,84,cume_n_infection_daily,1000,2356.711,880.7721266127909,2123.75,1315.3999999999999,1444.95,1604.25,2699.625,3727.0499999999997,4545.6624999999995,892,5865,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,67,cume_n_infection_daily,1000,101.035,21.35439732901131,97,70,77,84.5,114.5,131.5,149.5,56.5,184.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,68,cume_n_infection_daily,1000,120.2455,26.640536742865148,114.75,82.5,91,100,136.5,157.55,180.0125,64,223.5,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,69,cume_n_infection_daily,1000,141.6375,33.13686611080845,134,95.5,106,116.5,161,188,219.02499999999998,72,269,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,70,cume_n_infection_daily,1000,169.347,43.12971438884407,157.5,113.48750000000001,125.5,137.5,192,228.05,279.525,81,353,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,71,cume_n_infection_daily,1000,211.9965,60.08436042863499,194,139.9625,153.95,168,242.125,284.55,376.0125,94.5,480,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,72,cume_n_infection_daily,1000,282.4265,82.34580243660832,257,187.9875,204,221.875,324.125,379.1,510.025,116.5,631.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,73,cume_n_infection_daily,1000,386.3755,105.97138379739096,354,267.4875,283.95,309.375,442.625,512.1500000000001,682.0374999999999,171,812,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,74,cume_n_infection_daily,1000,522.142,130.43369113761898,479.25,373.475,397,425.5,588.75,682.5,882.5249999999999,262,1038.5,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,75,cume_n_infection_daily,1000,684.5745,156.04681447584267,634.75,500.5,534,571.25,768.125,877.1,1109.0375,381.5,1296.5,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,76,cume_n_infection_daily,1000,861.905,183.95721032411376,803.75,644.4875000000001,684.4000000000001,728.25,963.5,1097.55,1360.5375,503,1578.5,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,77,cume_n_infection_daily,1000,1043.1215,214.0786249147621,980.25,789.9125,831.95,882.5,1160.625,1322.75,1616.6,620.5,1887,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,78,cume_n_infection_daily,1000,1218.2555,244.26711689080082,1146,933.4875,982.45,1033.5,1357.125,1553.1000000000001,1843.7499999999998,738.5,2197.5,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_before,PCR 3 days before,5e-4,"50 per 100,000",upper,FALSE,No symptom screening,1,1x,NA,NA,0,79,cume_n_infection_daily,1000,1371.3325,276.12484336414366,1288.5,1049.4875,1105.8999999999999,1158.375,1533.5,1752.75,2061.0874999999996,816.5,2509.5,0,0,0,1000,9,Cumulative infectious days
