testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat,symptom_adherence_cat
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,526.2606066666667,128.78886089770754,495.22,382.2715,404.596,426.64,587.385,698.05,861.6265,257.2,1059.92,0,0,0,3000,0.8,1,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,568.13978,140.6640824626171,529.0799999999999,411.97649999999993,436.48,460.18500000000006,640.05,754.46,941.6685,278.2,1138.5,0,0,0,3000,0.8,2,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,630.2803466666667,153.1781616402318,587.62,461.9395,488,512.8,710.645,831.9239999999999,1038.8284999999998,315.88,1235.6200000000001,0,0,0,3000,0.8,3,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,714.9877133333333,167.47740952918204,669.49,528.9399999999999,556.618,583.3599999999999,803.3299999999999,931.3499999999999,1157.318,363.67999999999995,1379.3999999999999,0,0,0,3000,0.8,4,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,825.6439133333332,182.56116646972526,778.48,623.156,649.286,681.4549999999999,924.635,1063.3439999999996,1300.4829999999997,426.67999999999995,1547.1,0,0,0,3000,0.8,5,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,952.1463799999999,199.09658343479276,900.7399999999998,726.5294999999999,760.3179999999999,796.2349999999999,1060.475,1216.61,1461.0805,520.8799999999999,1735.0999999999997,0,0,0,3000,0.8,6,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1083.3680466666665,217.01808093828464,1030.0899999999997,840.4529999999999,873.9719999999999,910.885,1201.08,1377.4159999999997,1627.8015,606.68,1935.0999999999995,0,0,0,3000,0.8,7,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1209.1148466666666,235.60104596371428,1153.5099999999998,951.7049999999997,987.3359999999998,1023.5699999999999,1340.2599999999998,1535.2039999999997,1790.352,692.4799999999999,2121.96,0,0,0,3000,0.8,8,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1314.9330799999998,258.7042858816956,1274.78,1040.2089999999998,1074.004,1107.3299999999997,1460.1649999999997,1675.636,1935.9409999999998,756.9799999999999,2333.3199999999997,0,0,0,3000,0.8,9,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1392.8466466666664,284.73907963240976,1349.6,1081.9789999999998,1121.1599999999999,1162.7799999999997,1558.1449999999995,1798.618,2072.875,786.5999999999999,2527.62,0,0,0,3000,0.8,10,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1442.8484133333332,310.18109298004697,1387.5799999999997,1095.3899999999999,1137.8319999999997,1189.085,1621.2399999999996,1891.7519999999995,2188.1385,786.5999999999999,2693.62,0,0,0,3000,0.8,11,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,1469.7851799999999,331.9616617683367,1406.1599999999999,1095.3899999999999,1138.5620000000001,1193.79,1661.3899999999999,1956.674,2273.6239999999993,786.5999999999999,2833.62,0,0,0,3000,0.8,12,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,1481.1394799999998,346.34097038600396,1408.8199999999997,1095.3899999999999,1138.5620000000001,1193.79,1679.6299999999994,1992.0199999999998,2320.8265,786.5999999999999,2952.619999999999,0,0,0,3000,0.8,13,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,1484.704613333333,353.2036603140888,1408.8199999999997,1095.3899999999999,1138.5620000000001,1193.79,1683.0549999999998,1996.0359999999996,2356.8585,786.5999999999999,3022.92,0,0,0,3000,0.8,14,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.8,-3,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.8,-2,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.8,-1,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,497.2703666666667,118.70502224408007,471.5,362.495,383.5,405.20000000000005,552.8,658.46,800.9075,244.79999999999998,993.8,0,0,0,3000,0.8,0,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,521.2817933333333,127.99767682478252,489.74,378.9669999999999,400.58799999999997,422.5400000000001,582.795,690.944,857.1204999999999,253.39999999999998,1050.28,0,0,0,3000,0.8,1,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,563.0148866666666,139.82595241767646,524.1700000000001,408.438,432.8380000000001,456.07500000000005,635.8899999999999,748.066,936.659,274.4,1127.8999999999999,0,0,0,3000,0.8,2,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,625.1297866666666,152.36292826031263,581.49,458.0595,484.4359999999999,508.645,705.2250000000001,823.7659999999998,1033.5875,312.31999999999994,1224.58,0,0,0,3000,0.8,3,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,709.8371533333333,166.7035754335139,663.68,525.855,552.798,579.1549999999999,798.2049999999999,924.4899999999998,1151.143,360.11999999999995,1368.1999999999998,0,0,0,3000,0.8,4,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,820.4933533333333,181.8110437799877,772.4799999999999,619.8339999999998,645.196,677.4649999999999,920.29,1056.108,1296.012,423.11999999999995,1535.8999999999999,0,0,0,3000,0.8,5,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,946.9958199999999,198.33347885015579,895.0099999999999,722.538,755.98,792.155,1055.5949999999998,1209.014,1456.8015,517.06,1723.8999999999999,0,0,0,3000,0.8,6,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1078.2174866666664,216.21537194482318,1024.04,836.5355,869.9279999999999,906.9349999999997,1196.165,1369.524,1624.0014999999999,603.1199999999999,1923.8999999999996,0,0,0,3000,0.8,7,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1203.9642866666666,234.75148331699842,1147.03,948.0749999999999,983.458,1019.2799999999999,1335.3149999999998,1528.4699999999998,1784.7279999999998,688.9199999999998,2110.24,0,0,0,3000,0.8,8,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1309.7825199999997,257.8132919982209,1268.8899999999999,1036.5745,1070.038,1103.1,1455.9449999999995,1668.3679999999997,1930.4359999999997,753.4199999999998,2322.4799999999996,0,0,0,3000,0.8,9,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1387.6960866666664,283.8186688179779,1344.5499999999997,1077.8795,1117.8439999999996,1158.1699999999998,1553.1849999999997,1791.4359999999995,2066.9664999999995,782.8,2516.7799999999997,0,0,0,3000,0.8,10,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1437.6978533333331,309.24251457553305,1381.31,1090.9949999999997,1134.078,1184.9399999999998,1616.445,1887.0759999999998,2183.0234999999993,782.8,2682.7799999999997,0,0,0,3000,0.8,11,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,1464.6346199999998,331.01318866647284,1400.06,1090.9949999999997,1134.5839999999998,1189.42,1655.9499999999994,1948.2839999999997,2265.563,782.8,2822.7799999999997,0,0,0,3000,0.8,12,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,1475.9889199999998,345.3864203521733,1404.1,1090.9949999999997,1134.5839999999998,1189.42,1673.8099999999995,1985.8219999999997,2315.2004999999995,782.8,2941.78,0,0,0,3000,0.8,13,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,1479.554053333333,352.245903112665,1404.1,1090.9949999999997,1134.5839999999998,1189.42,1677.1899999999996,1992.1239999999993,2349.7865,782.8,3012.0799999999995,0,0,0,3000,0.8,14,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.8,-3,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.8,-2,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.8,-1,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,0.8,0,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,516.30298,127.22586890025711,483.7900000000001,374.7395,396.996,418.55000000000007,578.045,684.132,851.5020000000001,249.6,1040.6399999999999,0,0,0,3000,0.8,1,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,557.8899933333333,139.01066106248697,518.8399999999999,404.73949999999996,428.878,451.895,629.64,739.1399999999999,929.7625000000002,270.59999999999997,1117.3,0,0,0,3000,0.8,2,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,619.9792266666666,151.5705932100418,575.26,454.7149999999999,480.63,504.41499999999996,700.165,815.5219999999999,1027.577,308.76,1213.54,0,0,0,3000,0.8,3,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,704.6865933333332,165.951051624989,658.0799999999999,522.4594999999999,548.79,575.15,792.52,918.3019999999999,1146.3274999999999,356.55999999999995,1357,0,0,0,3000,0.8,4,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,815.3427933333332,181.0806502400548,766.8599999999999,615.9354999999998,641.4720000000001,673.1199999999999,915.0499999999998,1049.1059999999998,1292.351,419.55999999999995,1524.6999999999998,0,0,0,3000,0.8,5,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,941.8452599999999,197.58835553648802,889.7399999999999,719.1394999999998,751.9359999999999,787.7949999999998,1050.92,1201.59,1452.4605,512.5799999999999,1712.6999999999998,0,0,0,3000,0.8,6,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1073.0669266666666,215.4288671226565,1017.8899999999999,832.6149999999999,865.8179999999999,902.6549999999999,1189.6399999999999,1362.9999999999998,1619.9315,599.56,1912.6999999999998,0,0,0,3000,0.8,7,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1198.8137266666665,233.9165130837846,1141.3799999999997,944.4369999999999,979.3779999999998,1015.0699999999998,1329.5749999999998,1521.61,1780.742,685.3599999999999,2098.7999999999997,0,0,0,3000,0.8,8,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1304.6319599999997,256.93530244357686,1262.8499999999997,1033.4274999999998,1066.3179999999998,1098.9299999999998,1450.6049999999998,1660.9359999999995,1926.1899999999998,749.8599999999999,2311.64,0,0,0,3000,0.8,9,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1382.5455266666665,282.9098799666014,1338.7499999999998,1074.0334999999998,1113.8759999999997,1153.995,1547.5349999999999,1784.4719999999995,2058.7284999999997,778.9999999999999,2505.9399999999996,0,0,0,3000,0.8,10,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1432.547293333333,308.3144909230048,1375.1699999999998,1087.4885,1130.2599999999998,1180.54,1611.955,1878.9279999999994,2176.7395,778.9999999999999,2671.9399999999996,0,0,0,3000,0.8,11,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,1459.4840599999998,330.0745179072552,1393.7599999999998,1087.4885,1130.5259999999998,1184.99,1649.7399999999996,1943.6079999999997,2260.3879999999995,778.9999999999999,2811.9399999999996,0,0,0,3000,0.8,12,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,1470.8383599999997,344.44123021622715,1398.1499999999996,1087.4885,1130.5259999999998,1184.99,1669.3949999999995,1976.7019999999998,2309.6985,778.9999999999999,2930.9399999999996,0,0,0,3000,0.8,13,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,1474.403493333333,351.29730567349134,1398.1499999999996,1087.4885,1130.5259999999998,1184.99,1671.5899999999997,1988.5039999999995,2341.7455,778.9999999999999,3001.24,0,0,0,3000,0.8,14,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.8,-3,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.8,-2,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.8,-1,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,488.36583333333334,117.32277326680682,461.5,355.9875,376.95000000000005,397.5,544,646.55,790.5375000000001,238,977,0,0,0,3000,0.8,0,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,511.32416666666666,126.47379185420543,478.6,371.2,393.29999999999995,414.275,572.9,677.4199999999998,847.0150000000001,245.79999999999998,1031,0,0,0,3000,0.8,1,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,552.7651,138.21861254407045,512.8499999999999,400.8975,425.4,447.77500000000003,624.925,731.79,924.3175,266.79999999999995,1106.6999999999998,0,0,0,3000,0.8,2,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,614.8286666666667,150.80151742420023,569.7,450.9875,477.1,500.275,694.4749999999999,808.22,1020.4225,305.2,1202.5,0,0,0,3000,0.8,3,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,699.5360333333333,165.22012928808908,652.75,518.8,544.79,570.9,787.3999999999999,912.1299999999999,1140.1,353,1345.7999999999997,0,0,0,3000,0.8,4,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,810.1922333333333,180.37022552451427,761.25,611.8,637.28,669.2,909.8999999999999,1042,1288.415,416,1513.5,0,0,0,3000,0.8,5,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,936.6946999999999,196.86141767200755,884.8999999999999,714.9,748.0999999999999,783.375,1045.95,1193.5099999999995,1447.225,508.09999999999997,1701.4999999999998,0,0,0,3000,0.8,6,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1067.9163666666666,214.65874458701833,1012.4,828.5924999999999,861.79,898.2749999999999,1185.125,1356.09,1616.3999999999996,596,1901.4999999999998,0,0,0,3000,0.8,7,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1193.6631666666665,233.09629207782854,1135.9499999999998,940.7924999999998,975.6899999999998,1011.0749999999998,1322.925,1513.8099999999997,1776.62,681.8,2087.5999999999995,0,0,0,3000,0.8,8,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1299.4814,256.07045098174706,1256.7499999999998,1029.5925,1062.58,1094.9499999999998,1445.6999999999998,1655.5099999999998,1921.32,746.3,2300.7999999999997,0,0,0,3000,0.8,9,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1377.3949666666665,282.0128254339424,1333.2999999999997,1070.4924999999996,1110.2599999999998,1150.4749999999997,1542.8999999999996,1777.4799999999996,2053.9174999999996,775.1999999999998,2495.0999999999995,0,0,0,3000,0.8,10,Cumulative infectious days,100%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,1,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1427.396733333333,307.3971176160165,1369.5499999999997,1083.5974999999999,1125.9799999999998,1176.425,1607.6,1872.2199999999996,2168.1949999999997,775.1999999999998,2661.0999999999995,0,0,0,3000,0.8,11,Cumulative infectious days,100%
